flags,utterance,category,intent
BMLQ,i wanna know if i can register more than one profile with the same email address,ACCOUNT,create_account
BSLQZ,I need help opening  an account,ACCOUNT,create_account
BPLQC,"i have no user account and i wanna open one, please",ACCOUNT,create_account
BML,i want to know if i can create more than one online account with a single email address,ACCOUNT,create_account
BIQC,"I want an account, what should I do to create one?",ACCOUNT,create_account
BSLC,"I need an online account, I need help creating one",ACCOUNT,create_account
BIC,"I don't have an account, what can I do?",ACCOUNT,create_account
BSLEQC,"i dont have a profile, i need help creating one",ACCOUNT,create_account
BILC,"I haven't got an online account, what should I do to create one?",ACCOUNT,create_account
BILQZ,can you tell me if I can cteate two profiles with a single email?,ACCOUNT,create_account
BSLC,"I don't have a user account, I need help creating one",ACCOUNT,create_account
BILCZ,"I haven't got an acount, what do I have to do to register?",ACCOUNT,create_account
BLC,I haven't got a profile and I want to create one,ACCOUNT,create_account
BILQC,"i havent got a profile, what should i do to create one?",ACCOUNT,create_account
BILQZ,can you tell me if i can register several user accounts with the same eail?,ACCOUNT,create_account
BILEQCZ,"i dont  have a user account, what do i have to do to register?",ACCOUNT,create_account
BLC,"I've got no user account, help me create one",ACCOUNT,create_account
BLC,"i want a profile, help me create one",ACCOUNT,create_account
BILEQC,"i dont have an account, how do i register?",ACCOUNT,create_account
BML,tell me if I can have several online accounts,ACCOUNT,create_account
BILC,"I need an account, how do I open one?",ACCOUNT,create_account
BIPLQ,"could you tell me if I could register two online accounts with a single email address, please?",ACCOUNT,create_account
BL,I want to know if I can create two accounts with a single email,ACCOUNT,create_account
BD,ask an agent how to create an account,ACCOUNT,create_account
BL,i want to know if i can register several profiles with the same email,ACCOUNT,create_account
BILC,"I need an online account, can you help me?",ACCOUNT,create_account
BLCZ,I need an online account and I wanmt to open one,ACCOUNT,create_account
BILQ,can you tell me if i can register several accounts with a single email address?,ACCOUNT,create_account
BILQ,can I register two online accounts with the same email address?,ACCOUNT,create_account
BILC,"I've got no user account, what can I do?",ACCOUNT,create_account
BPLQC,i havent got a user account and id like to create one,ACCOUNT,create_account
BLZ,tell me if I can create several profiles with the same eemail,ACCOUNT,create_account
BMLQ,I want to know if I can create more than one user account with the same email,ACCOUNT,create_account
BIEQCZ,"i donty have an account, can u help me?",ACCOUNT,create_account
BLC,"I've got no online account, help me register",ACCOUNT,create_account
BIMLQ,can I create more than one online account with a single email address?,ACCOUNT,create_account
BLZ,where toopen an online account,ACCOUNT,create_account
BML,i want to know if i can register more than one profile with a single email address,ACCOUNT,create_account
BIL,can you tell me if I can create several online accounts with the same email?,ACCOUNT,create_account
BILQC,"I want a user account, what do I have to do to open one?",ACCOUNT,create_account
BLZ,I haven't got a  user account,ACCOUNT,create_account
BIML,can you tell me if I can register more than one profile with the same email address?,ACCOUNT,create_account
BIL,can you tell me if I can create two online accounts with the same email?,ACCOUNT,create_account
BL,tell me if I can register two accounts with the same email address,ACCOUNT,create_account
BILC,"I've got no online account, what do I have to do to open one?",ACCOUNT,create_account
BILQC,"i havent got an account, what do i have to do to open one?",ACCOUNT,create_account
BILQC,"ive got no account, can u open one?",ACCOUNT,create_account
BI,can you tell me if i can register two accounts with the same email?,ACCOUNT,create_account
BILQCZ,"i have no online acconut, can i create one?",ACCOUNT,create_account
BL,how to create an online account,ACCOUNT,create_account
BIL,how do I create a profile?,ACCOUNT,create_account
BLQC,ive got no account and i wanna register,ACCOUNT,create_account
BL,I want to know if I can have more than one user account,ACCOUNT,create_account
BILC,"I haven't got a user account, what should I do to register?",ACCOUNT,create_account
BILC,"I've got no online account, can you register?",ACCOUNT,create_account
BPLQC,ive got no online account and id like to register,ACCOUNT,create_account
BILEQC,"i dont have a profile, can i create one?",ACCOUNT,create_account
BILC,"I have no profile, what can I do to create one?",ACCOUNT,create_account
BILZ,can you tell me if  I can register two user accounts with a single email?,ACCOUNT,create_account
BLQ,i want to create an online account,ACCOUNT,create_account
BLC,I haven't got an online account and I want to register,ACCOUNT,create_account
BLQC,"I want an online account, create one",ACCOUNT,create_account
BILC,"I don't have a user account, can you open one?",ACCOUNT,create_account
BLQC,"I have no user account, create one",ACCOUNT,create_account
BILC,"i want to open a user account, what should i do?",ACCOUNT,create_account
BIC,"I've got no account, can you create one?",ACCOUNT,create_account
BSLC,"I want an online account, I need help opening one",ACCOUNT,create_account
BICZ,"I want na account, how can I create one?",ACCOUNT,create_account
BL,I want to know if I can create two profiles with a single email,ACCOUNT,create_account
BPLQD,"please, ask an agent where i could register",ACCOUNT,create_account
BPL,"please, tell me if I can register two online accounts with a single email",ACCOUNT,create_account
BIC,"I don't have an account, can you create one?",ACCOUNT,create_account
BIC,"I've got no account, can you help me?",ACCOUNT,create_account
BML,tell me if I can register more than one profile with the same email address,ACCOUNT,create_account
BPLEC,I would like a user account and I'd like to create one,ACCOUNT,create_account
BILQC,"ive got no user account, how do i create one?",ACCOUNT,create_account
BILQ,can i register two user accounts with a single email?,ACCOUNT,create_account
BL,I want to know if I can register two user accounts with the same email,ACCOUNT,create_account
BIQC,"i havent got an account, what can i do to create one?",ACCOUNT,create_account
BILQ,can i create two profiles with a single email?,ACCOUNT,create_account
BILQ,can I register several user accounts with the same email?,ACCOUNT,create_account
BILC,"I don't have a user account, what should I do?",ACCOUNT,create_account
BLZ,where to oopen a user account,ACCOUNT,create_account
BILQC,"I have no user account, how can I open one?",ACCOUNT,create_account
BILC,"I've got no user account, can you create one?",ACCOUNT,create_account
BILQC,"I need an online account, what can I do to open one?",ACCOUNT,create_account
BLQ,I want to know if I can create several profiles with a single email,ACCOUNT,create_account
BL,tell me if I can register several accounts with a single email address,ACCOUNT,create_account
BILQC,"I want an online account, what should I do to open one?",ACCOUNT,create_account
BEQC,i dont have an account and i want to create one,ACCOUNT,create_account
BILQD,can u ask an agent if i can create a profile?,ACCOUNT,create_account
BILQ,can you tell me if I can own more than one user account?,ACCOUNT,create_account
BSLQC,"I need an online account, I need help opening one",ACCOUNT,create_account
BILQ,where do I create a user account?,ACCOUNT,create_account
BILQZ,can I register seveal profiles with the same email?,ACCOUNT,create_account
BLCZ,"I haven't got anonline account, register",ACCOUNT,create_account
BICZ,"i have no account, how can i create one ?",ACCOUNT,create_account
BMLQ,i want to know if i can create more than one user account with the same email,ACCOUNT,create_account
BPSLEQC,"i dont have a user account, i need help registering, please",ACCOUNT,create_account
BILC,"I don't have a profile, how can I create one?",ACCOUNT,create_account
BILQ,can you tell me if I can create two accounts with a single email address?,ACCOUNT,create_account
BL,tell me if I can create several user accounts with a single email,ACCOUNT,create_account
